plant_id,part_id,on_hand_qty,days_cover,in_transit_qty,safety_stock_qty,as_of_date
PL-03,P-001844,14336,0,3224,267,2026-09-15
PL-20,P-001938,19033,0,14308,908,2026-09-15
PL-16,P-001990,16013,30,883,304,2026-09-15
PL-11,P-010035,1888,5,13545,325,2026-09-15
PL-20,P-007769,24954,37,8741,488,2026-09-15
PL-07,P-007164,39249,22,5433,1530,2026-09-15
PL-10,P-008777,20754,8,13388,1433,2026-09-15
PL-14,P-002628,10131,31,11914,242,2026-09-15
PL-08,P-009129,11564,1,232,308,2026-09-15
PL-05,P-005760,38444,21,12318,1214,2026-09-15
PL-10,P-001813,26173,6,9014,663,2026-09-15
PL-13,P-003356,22892,8,8699,333,2026-09-15
PL-02,P-002214,32857,21,3870,555,2026-09-15
PL-18,P-005180,37106,3,6821,971,2026-09-15
PL-20,P-009369,24354,20,4261,770,2026-09-15
PL-01,P-009608,4315,28,10379,836,2026-09-15
PL-14,P-006515,38354,18,9633,1923,2026-09-15
PL-11,P-008468,20988,12,4546,1210,2026-09-15
PL-12,P-007488,12862,39,11131,1302,2026-09-15
PL-05,P-009148,33775,27,17450,117,2026-09-15
PL-19,P-002549,25831,23,10228,2093,2026-09-15
PL-13,P-007017,24157,37,10663,280,2026-09-15
PL-18,P-008178,38416,6,4604,108,2026-09-15
PL-12,P-000246,25165,20,2308,1584,2026-09-15
PL-04,P-008426,31243,21,14126,458,2026-09-15
PL-17,P-010070,24538,1,2862,91,2026-09-15
PL-11,P-010358,33058,0,8252,205,2026-09-15
PL-12,P-000562,18705,26,14266,855,2026-09-15
PL-02,P-007173,31138,9,14739,474,2026-09-15
PL-15,P-002986,11964,19,5423,194,2026-09-15
PL-03,P-005552,2827,25,9960,502,2026-09-15
PL-12,P-008778,5228,4,15686,625,2026-09-15
PL-13,P-000799,37589,18,5706,827,2026-09-15
PL-11,P-002240,28721,2,2419,184,2026-09-15
PL-20,P-002337,8932,24,13789,954,2026-09-15
PL-19,P-002980,2985,39,7243,1022,2026-09-15
PL-18,P-011122,25607,11,6315,1053,2026-09-15
PL-07,P-003187,22596,8,14038,638,2026-09-15
PL-12,P-009537,21421,24,11951,629,2026-09-15
PL-03,P-011792,26937,29,10313,47,2026-09-15
PL-20,P-003333,13070,35,7043,619,2026-09-15
PL-10,P-000569,32424,23,12031,867,2026-09-15
PL-02,P-002168,5352,20,2919,326,2026-09-15
PL-13,P-006260,30551,2,14480,1942,2026-09-15
PL-19,P-008320,13139,36,15229,368,2026-09-15
PL-10,P-009768,26132,17,16289,702,2026-09-15
PL-09,P-002131,39474,41,1655,1500,2026-09-15
PL-10,P-008483,20103,29,16178,198,2026-09-15
PL-09,P-011737,19185,20,2857,1670,2026-09-15
PL-18,P-004819,31290,30,12540,389,2026-09-15
PL-03,P-009663,27383,1,5964,293,2026-09-15
PL-20,P-008996,21470,24,4449,400,2026-09-15
PL-16,P-005826,22206,2,8488,207,2026-09-15
PL-19,P-001165,38155,20,15178,387,2026-09-15
PL-09,P-001527,1208,21,8979,1321,2026-09-15
PL-16,P-004902,19425,7,1833,533,2026-09-15
PL-09,P-011983,20752,0,15290,956,2026-09-15
PL-04,P-007167,35221,39,5201,313,2026-09-15
PL-12,P-007962,17779,32,3762,302,2026-09-15
PL-05,P-002758,29442,1,16378,418,2026-09-15
PL-18,P-002086,23348,31,1213,1241,2026-09-15
PL-08,P-000359,17260,5,13302,314,2026-09-15
PL-12,P-004372,7294,16,16038,148,2026-09-15
PL-01,P-010205,21982,38,12774,195,2026-09-15
PL-13,P-006555,3411,26,17283,1580,2026-09-15
PL-02,P-000459,5875,3,6051,1401,2026-09-15
PL-01,P-001777,14497,41,3044,1327,2026-09-15
PL-06,P-004350,19301,19,10620,572,2026-09-15
PL-11,P-001183,6677,3,6012,438,2026-09-15
PL-02,P-011125,2546,25,7232,269,2026-09-15
PL-12,P-000008,32346,41,14522,1149,2026-09-15
PL-19,P-008902,4736,24,3806,110,2026-09-15
PL-11,P-004698,11120,30,7951,482,2026-09-15
PL-10,P-010461,34173,23,4284,182,2026-09-15
PL-06,P-007647,28185,22,3809,1169,2026-09-15
PL-01,P-004053,4512,11,7030,1046,2026-09-15
PL-17,P-003088,19376,16,351,1109,2026-09-15
PL-19,P-002279,11125,34,17881,1012,2026-09-15
PL-19,P-008728,2419,21,9081,1013,2026-09-15
PL-02,P-005111,22032,42,13428,1433,2026-09-15
PL-20,P-000668,23661,25,15960,654,2026-09-15
PL-06,P-008104,37788,24,10627,587,2026-09-15
PL-17,P-008181,39686,20,2698,269,2026-09-15
PL-19,P-009881,24676,29,7340,196,2026-09-15
PL-12,P-005906,3196,28,1936,245,2026-09-15
PL-09,P-011932,15610,22,12884,1281,2026-09-15
PL-15,P-000026,32522,34,2692,656,2026-09-15
PL-14,P-006803,23098,11,14199,343,2026-09-15
PL-08,P-011985,34132,8,12897,1152,2026-09-15
PL-10,P-001738,18652,13,15718,1236,2026-09-15
PL-09,P-002317,37540,34,14370,612,2026-09-15
PL-04,P-007828,3023,33,7535,111,2026-09-15
PL-07,P-008131,31961,17,81,346,2026-09-15
PL-11,P-011736,1628,27,8973,119,2026-09-15
PL-01,P-002841,24101,39,39,840,2026-09-15
PL-11,P-010057,29545,42,15121,752,2026-09-15
PL-08,P-009679,6452,31,6648,1498,2026-09-15
PL-02,P-009382,457,4,2473,495,2026-09-15
PL-09,P-007563,15482,1,2874,281,2026-09-15
PL-09,P-006118,3919,29,10227,250,2026-09-15
PL-03,P-010893,29063,10,13089,1053,2026-09-15
PL-14,P-011137,25310,10,12348,1443,2026-09-15
PL-02,P-011816,22552,34,10887,503,2026-09-15
PL-02,P-007305,32866,17,2009,546,2026-09-15
PL-05,P-004541,32865,17,8774,213,2026-09-15
PL-19,P-006971,6153,26,12474,542,2026-09-15
PL-05,P-002254,9941,0,11033,1800,2026-09-15
PL-01,P-007456,10361,35,1026,893,2026-09-15
PL-15,P-008209,4965,26,1621,1382,2026-09-15
PL-14,P-005624,30797,38,13057,449,2026-09-15
PL-02,P-001540,14716,3,17451,1707,2026-09-15
PL-02,P-007587,11938,27,3869,424,2026-09-15
PL-02,P-001375,11429,1,1885,832,2026-09-15
PL-15,P-008610,35444,2,14329,962,2026-09-15
PL-15,P-011798,17545,22,1806,1609,2026-09-15
PL-12,P-005276,21479,3,14926,191,2026-09-15
PL-03,P-001231,14702,18,16080,204,2026-09-15
PL-13,P-008979,27735,32,15368,808,2026-09-15
PL-05,P-000802,6377,26,13781,108,2026-09-15
PL-17,P-008796,30520,37,15269,700,2026-09-15
PL-13,P-001248,3527,37,15015,218,2026-09-15
PL-01,P-002820,2295,17,6056,152,2026-09-15
PL-17,P-002927,32612,42,5673,781,2026-09-15
PL-05,P-003995,30037,41,4666,711,2026-09-15
PL-01,P-000500,35377,37,1973,194,2026-09-15
PL-20,P-001526,28781,34,14145,861,2026-09-15
PL-12,P-010840,19768,14,9130,852,2026-09-15
PL-02,P-005932,14752,22,8718,565,2026-09-15
PL-09,P-003736,31361,6,994,1800,2026-09-15
PL-02,P-008793,32429,18,9459,1205,2026-09-15
PL-14,P-005949,4659,8,16005,151,2026-09-15
PL-09,P-003258,39929,34,15117,123,2026-09-15
PL-04,P-004194,3662,40,1299,1319,2026-09-15
PL-06,P-010383,27098,1,7220,169,2026-09-15
PL-05,P-007593,11063,34,13333,223,2026-09-15
PL-14,P-011350,10662,16,1038,1048,2026-09-15
PL-07,P-009178,35451,36,1830,1140,2026-09-15
PL-15,P-000634,823,4,10497,1460,2026-09-15
PL-07,P-008993,35898,40,10441,925,2026-09-15
PL-18,P-006192,3684,42,15649,85,2026-09-15
PL-18,P-000374,13306,10,11918,684,2026-09-15
PL-04,P-009712,13858,27,7776,884,2026-09-15
PL-14,P-003946,27886,40,4177,799,2026-09-15
PL-19,P-003010,1656,39,11743,624,2026-09-15
PL-20,P-008924,32140,15,8077,1175,2026-09-15
PL-10,P-011622,29219,27,7665,1302,2026-09-15
PL-01,P-008266,18734,30,8264,1267,2026-09-15
PL-11,P-003654,39966,2,2509,1081,2026-09-15
PL-11,P-005242,32621,27,8923,594,2026-09-15
PL-11,P-000965,35740,5,2712,739,2026-09-15
PL-11,P-003986,6800,33,2781,579,2026-09-15
PL-02,P-004729,6024,15,3409,195,2026-09-15
PL-05,P-011588,31091,6,16214,741,2026-09-15
PL-08,P-010448,23610,30,6363,36,2026-09-15
PL-16,P-010297,33270,19,1772,270,2026-09-15
PL-08,P-006481,11066,42,11199,2108,2026-09-15
PL-16,P-005385,21991,40,2019,419,2026-09-15
PL-01,P-009139,12428,27,1026,93,2026-09-15
PL-16,P-005248,10821,1,4971,1044,2026-09-15
PL-15,P-010428,14441,40,2054,1546,2026-09-15
PL-11,P-009293,32785,23,14017,1599,2026-09-15
PL-19,P-005476,11748,27,13278,441,2026-09-15
PL-13,P-010188,24803,5,13659,840,2026-09-15
PL-12,P-005741,20413,12,2843,777,2026-09-15
PL-06,P-008026,11374,24,2901,329,2026-09-15
PL-09,P-007025,34122,2,10184,299,2026-09-15
PL-04,P-000966,26904,37,2648,524,2026-09-15
PL-07,P-004383,7460,0,1507,323,2026-09-15
PL-10,P-003925,26027,11,1938,1511,2026-09-15
PL-01,P-004986,647,28,12751,686,2026-09-15
PL-05,P-005869,1325,21,10383,1029,2026-09-15
PL-07,P-004984,30068,12,2572,2193,2026-09-15
PL-17,P-007276,17795,12,10623,1274,2026-09-15
PL-08,P-007454,19020,6,12498,771,2026-09-15
PL-18,P-006324,3452,26,5172,417,2026-09-15
PL-09,P-005478,13023,16,11790,846,2026-09-15
PL-02,P-009381,25440,12,14478,793,2026-09-15
PL-20,P-001424,34075,40,15159,462,2026-09-15
PL-05,P-000341,31026,35,13546,2146,2026-09-15
PL-15,P-004486,38221,9,3892,1118,2026-09-15
PL-02,P-010381,2850,36,14973,644,2026-09-15
PL-04,P-011551,10834,36,13503,310,2026-09-15
PL-12,P-000706,7814,14,6732,398,2026-09-15
PL-11,P-003450,3950,14,17486,390,2026-09-15
PL-08,P-005822,28968,14,15561,380,2026-09-15
PL-07,P-003657,10056,41,15287,1072,2026-09-15
PL-13,P-003930,39787,21,13268,2230,2026-09-15
PL-16,P-009509,16699,21,17060,398,2026-09-15
PL-17,P-003976,30206,32,17853,78,2026-09-15
PL-02,P-004987,36283,18,326,923,2026-09-15
PL-06,P-001942,23783,26,7723,488,2026-09-15
PL-18,P-003142,35446,38,8120,286,2026-09-15
PL-16,P-001917,15373,33,9907,1188,2026-09-15
PL-16,P-009219,18379,23,4701,1266,2026-09-15
PL-10,P-000536,8686,29,7562,1503,2026-09-15
PL-08,P-002541,8460,35,9459,1491,2026-09-15
PL-08,P-004332,23097,35,650,796,2026-09-15
PL-19,P-002221,2590,25,8071,950,2026-09-15
PL-11,P-008565,29097,10,118,164,2026-09-15
PL-13,P-008753,22597,0,8532,242,2026-09-15
PL-10,P-001099,21742,5,10416,804,2026-09-15
PL-07,P-000561,38084,5,2129,337,2026-09-15
PL-19,P-009885,11499,7,5707,757,2026-09-15
PL-03,P-011554,25096,20,7977,241,2026-09-15
PL-06,P-011605,1833,41,17616,289,2026-09-15
PL-05,P-006759,34993,35,6180,113,2026-09-15
PL-19,P-002054,32940,35,6848,150,2026-09-15
PL-14,P-008088,37875,34,1248,96,2026-09-15
PL-20,P-003813,20978,36,5532,981,2026-09-15
PL-20,P-001302,34970,40,11831,1040,2026-09-15
PL-01,P-005775,12194,39,13626,131,2026-09-15
PL-08,P-010247,24330,15,3377,160,2026-09-15
PL-07,P-000089,1290,37,1233,1161,2026-09-15
PL-01,P-007398,14230,16,821,1140,2026-09-15
PL-09,P-009090,33442,25,13170,474,2026-09-15
PL-10,P-004805,8631,26,10863,500,2026-09-15
PL-11,P-009765,39308,1,16624,393,2026-09-15
PL-17,P-000482,19097,7,17972,1315,2026-09-15
PL-19,P-002329,22435,31,1258,536,2026-09-15
PL-01,P-010302,7520,15,16677,385,2026-09-15
PL-09,P-004466,28417,28,17602,1848,2026-09-15
PL-17,P-010478,34053,28,11256,1742,2026-09-15
PL-01,P-007802,15176,41,6050,784,2026-09-15
PL-05,P-002672,14603,12,8407,124,2026-09-15
PL-08,P-008173,33774,42,11360,182,2026-09-15
PL-19,P-008805,22280,7,15002,215,2026-09-15
PL-10,P-008245,19083,3,13938,164,2026-09-15
PL-15,P-009630,37155,14,3515,207,2026-09-15
PL-15,P-002052,19729,26,17802,543,2026-09-15
PL-16,P-000133,18717,12,10217,2203,2026-09-15
PL-01,P-002018,26664,13,13533,570,2026-09-15
PL-13,P-001807,25408,16,13727,923,2026-09-15
PL-09,P-004017,9744,4,15083,1284,2026-09-15
PL-04,P-006894,35594,27,2032,1626,2026-09-15
PL-11,P-005045,21692,29,13764,217,2026-09-15
PL-10,P-000625,14356,23,10539,953,2026-09-15
PL-05,P-011052,38818,33,3278,242,2026-09-15
PL-03,P-006538,20488,14,8282,325,2026-09-15
PL-09,P-011514,17871,26,116,319,2026-09-15
PL-17,P-006937,38048,10,17860,609,2026-09-15
PL-14,P-008286,18404,14,6181,53,2026-09-15
PL-09,P-001542,26868,34,13203,682,2026-09-15
PL-09,P-009323,10012,9,8980,395,2026-09-15
PL-18,P-002408,16381,24,7769,850,2026-09-15
PL-03,P-008807,33839,31,11214,650,2026-09-15
PL-13,P-006164,37139,19,12253,413,2026-09-15
PL-11,P-002269,37706,6,14132,305,2026-09-15
PL-11,P-011644,14405,14,13406,482,2026-09-15
PL-08,P-004236,34259,1,9472,47,2026-09-15
PL-06,P-009958,38193,25,4064,238,2026-09-15
PL-10,P-003000,1490,0,3344,108,2026-09-15
PL-17,P-009082,34116,30,8978,351,2026-09-15
PL-07,P-006045,35023,13,9898,142,2026-09-15
PL-06,P-002023,29451,7,1521,333,2026-09-15
PL-06,P-008707,31526,9,11114,313,2026-09-15
PL-13,P-006615,18749,13,6903,455,2026-09-15
PL-18,P-009630,32636,26,9568,538,2026-09-15
PL-20,P-008019,3414,37,7951,619,2026-09-15
PL-07,P-007570,8766,30,17513,1127,2026-09-15
PL-12,P-009981,29583,2,12067,1316,2026-09-15
PL-15,P-001129,32169,5,10111,356,2026-09-15
PL-03,P-007920,18711,41,12455,565,2026-09-15
PL-14,P-003954,38632,33,1176,1230,2026-09-15
PL-10,P-011893,35229,13,13209,862,2026-09-15
PL-15,P-006994,27182,7,8255,524,2026-09-15
PL-12,P-010521,5638,25,4353,727,2026-09-15
PL-10,P-002352,37177,0,2403,535,2026-09-15
PL-14,P-009920,33435,33,11437,1092,2026-09-15
PL-20,P-006310,12146,19,14492,581,2026-09-15
PL-12,P-008702,24216,24,6764,989,2026-09-15
PL-05,P-010084,29769,7,16390,599,2026-09-15
PL-11,P-001124,25376,41,13865,1856,2026-09-15
PL-05,P-005867,27364,10,9871,270,2026-09-15
PL-12,P-007428,14728,41,3296,1017,2026-09-15
PL-14,P-010738,2254,13,4581,269,2026-09-15
PL-19,P-001442,2457,6,10368,1296,2026-09-15
PL-10,P-001978,36394,32,2916,701,2026-09-15
PL-19,P-004511,771,0,9881,514,2026-09-15
PL-11,P-004370,24631,34,6154,1302,2026-09-15
PL-11,P-005814,25607,36,5479,202,2026-09-15
PL-20,P-009049,35970,19,6674,1346,2026-09-15
PL-03,P-008120,24803,30,3713,416,2026-09-15
PL-06,P-006445,7224,18,7625,274,2026-09-15
PL-03,P-009072,37073,40,15392,690,2026-09-15
PL-06,P-010905,38424,22,7873,1403,2026-09-15
PL-10,P-007032,16187,40,15333,417,2026-09-15
PL-09,P-005536,9354,32,2575,1879,2026-09-15
PL-06,P-003570,4720,16,12101,36,2026-09-15
PL-02,P-002852,6607,11,224,701,2026-09-15
PL-17,P-001647,31742,7,5820,432,2026-09-15
PL-17,P-011765,20510,9,7509,752,2026-09-15
PL-06,P-001567,38831,18,12665,1115,2026-09-15
PL-02,P-004503,21314,33,9835,845,2026-09-15
PL-13,P-011742,28784,30,15119,554,2026-09-15
PL-15,P-004003,14020,26,15837,497,2026-09-15
PL-13,P-010358,1395,12,7591,315,2026-09-15
PL-18,P-007347,1203,22,4753,1227,2026-09-15
PL-13,P-000977,10679,23,5490,180,2026-09-15
PL-10,P-003812,33228,15,15975,112,2026-09-15
PL-09,P-008161,7916,28,16349,1600,2026-09-15
PL-20,P-001070,15218,41,12637,966,2026-09-15
PL-10,P-006160,24889,29,12083,1017,2026-09-15
PL-08,P-000142,30158,3,1580,291,2026-09-15
PL-09,P-004746,21698,23,2,545,2026-09-15
PL-02,P-006622,27508,14,14543,426,2026-09-15
PL-18,P-003245,13512,4,6633,1487,2026-09-15
PL-05,P-000775,16692,42,9905,428,2026-09-15
PL-09,P-006821,20648,30,8979,905,2026-09-15
PL-16,P-008041,34855,20,10850,766,2026-09-15
PL-01,P-002099,36338,11,14290,186,2026-09-15
PL-06,P-006523,8240,25,8275,493,2026-09-15
PL-11,P-008162,16573,31,7950,271,2026-09-15
PL-09,P-011022,36590,26,7298,174,2026-09-15
PL-05,P-010004,26390,10,15564,183,2026-09-15
PL-14,P-004170,39911,14,6699,85,2026-09-15
PL-05,P-004495,6975,29,7845,724,2026-09-15
PL-10,P-000237,37017,17,11157,2033,2026-09-15
PL-01,P-007916,37974,10,11400,1275,2026-09-15
PL-04,P-002167,15185,7,597,1036,2026-09-15
PL-10,P-009134,19351,7,989,917,2026-09-15
PL-01,P-011406,335,35,1522,1498,2026-09-15
PL-10,P-011475,27222,37,17380,1970,2026-09-15
PL-03,P-001083,27087,23,13654,131,2026-09-15
PL-09,P-009359,7983,5,5363,309,2026-09-15
PL-14,P-006116,38065,11,17729,402,2026-09-15
PL-19,P-000760,5146,37,5044,1462,2026-09-15
PL-14,P-006792,31856,42,6802,664,2026-09-15
PL-17,P-007550,3244,2,1990,451,2026-09-15
PL-17,P-005393,28958,27,5894,955,2026-09-15
PL-15,P-006798,3177,18,6340,2208,2026-09-15
PL-08,P-002427,35119,9,13328,186,2026-09-15
PL-11,P-003071,33387,42,17451,1589,2026-09-15
PL-20,P-002023,31432,25,17593,427,2026-09-15
PL-17,P-006822,11216,3,3199,19,2026-09-15
PL-06,P-011066,30562,0,14100,452,2026-09-15
PL-14,P-010901,18847,32,9514,246,2026-09-15
PL-19,P-011617,8484,28,4640,1149,2026-09-15
PL-01,P-000279,8180,5,16235,1005,2026-09-15
PL-18,P-009188,11101,9,2925,582,2026-09-15
PL-13,P-009019,39036,1,5903,1374,2026-09-15
PL-10,P-010439,25119,29,2018,454,2026-09-15
PL-07,P-001587,5049,30,14564,872,2026-09-15
PL-19,P-002857,12557,37,8031,1148,2026-09-15
PL-18,P-006535,11638,38,10182,335,2026-09-15
PL-07,P-011970,38266,4,14912,945,2026-09-15
PL-12,P-009644,20414,9,6761,167,2026-09-15
PL-04,P-002677,29824,13,15668,672,2026-09-15
PL-12,P-004573,24411,36,16766,852,2026-09-15
PL-06,P-006233,39201,15,5881,314,2026-09-15
PL-11,P-002084,28520,27,6930,968,2026-09-15
PL-11,P-005480,5541,17,11842,438,2026-09-15
PL-20,P-005904,39479,24,9059,617,2026-09-15
PL-20,P-001858,28471,19,156,622,2026-09-15
PL-09,P-002286,39819,2,1902,33,2026-09-15
PL-12,P-006778,11270,34,16170,939,2026-09-15
PL-16,P-001331,10128,4,12714,998,2026-09-15
PL-15,P-002909,23318,20,3048,210,2026-09-15
PL-03,P-003133,34010,0,9563,735,2026-09-15
PL-07,P-007952,21160,13,17859,402,2026-09-15
PL-20,P-004817,10110,26,6022,1718,2026-09-15
PL-11,P-004448,17593,8,17498,1044,2026-09-15
PL-13,P-011517,25593,13,12298,1032,2026-09-15
PL-09,P-006201,38123,12,11812,193,2026-09-15
PL-02,P-005373,15434,32,11422,669,2026-09-15
PL-20,P-006860,14185,33,17743,186,2026-09-15
PL-20,P-009598,21910,17,17572,187,2026-09-15
PL-08,P-003237,12502,1,8860,99,2026-09-15
PL-09,P-003687,18661,27,8139,720,2026-09-15
PL-13,P-000919,9940,20,5108,562,2026-09-15
PL-02,P-000815,33695,11,11622,550,2026-09-15
PL-11,P-008729,33254,15,2117,200,2026-09-15
PL-18,P-001509,35709,9,7943,493,2026-09-15
PL-10,P-007613,13085,20,1927,348,2026-09-15
PL-09,P-008636,18117,0,4286,882,2026-09-15
PL-17,P-002500,31605,8,15460,169,2026-09-15
PL-04,P-003783,5139,16,6041,1254,2026-09-15
PL-06,P-004711,13146,31,1583,723,2026-09-15
PL-10,P-004076,34336,37,2953,95,2026-09-15
PL-12,P-011470,37236,9,129,955,2026-09-15
PL-20,P-009529,19965,23,5082,294,2026-09-15
PL-07,P-004084,23373,42,676,808,2026-09-15
PL-20,P-001947,11538,37,5634,412,2026-09-15
PL-13,P-001354,26948,22,11472,698,2026-09-15
PL-14,P-003479,11938,33,4299,928,2026-09-15
PL-10,P-003776,35662,24,5318,164,2026-09-15
PL-03,P-001867,9490,0,13160,224,2026-09-15
PL-16,P-003105,5834,18,17783,1459,2026-09-15
PL-08,P-008455,8350,24,7770,242,2026-09-15
PL-14,P-006824,7972,26,11549,67,2026-09-15
PL-08,P-002023,11585,42,6510,510,2026-09-15
PL-15,P-006111,957,14,7293,636,2026-09-15
PL-08,P-006506,1330,6,15800,1085,2026-09-15
PL-10,P-010829,4257,7,13881,1120,2026-09-15
PL-04,P-001671,10387,26,15262,386,2026-09-15
PL-20,P-002139,7511,24,15276,439,2026-09-15
PL-11,P-004789,29642,9,17440,985,2026-09-15
PL-05,P-004273,6877,12,5966,524,2026-09-15
PL-11,P-004400,25681,24,7159,551,2026-09-15
PL-12,P-000033,7504,15,17275,492,2026-09-15
PL-06,P-006200,32976,21,2117,713,2026-09-15
PL-07,P-005594,1526,11,9389,308,2026-09-15
PL-05,P-010137,15014,40,12816,155,2026-09-15
PL-09,P-011154,20923,39,12457,652,2026-09-15
PL-19,P-004762,38752,25,8403,928,2026-09-15
PL-16,P-001005,14653,3,4584,216,2026-09-15
PL-05,P-007906,36753,8,17542,1694,2026-09-15
PL-15,P-005582,29407,16,9097,912,2026-09-15
PL-06,P-005751,1412,25,11892,627,2026-09-15
PL-07,P-009060,23381,26,15883,463,2026-09-15
PL-10,P-005335,25618,30,16287,1800,2026-09-15
PL-20,P-007054,12421,6,2184,108,2026-09-15
PL-07,P-010586,14224,6,12221,1113,2026-09-15
PL-09,P-007982,17934,5,8674,477,2026-09-15
PL-11,P-010914,20739,42,15720,544,2026-09-15
PL-20,P-002666,15926,40,15148,409,2026-09-15
PL-13,P-002456,13566,7,13202,2248,2026-09-15
PL-06,P-001725,16554,32,12703,318,2026-09-15
PL-11,P-005003,6199,12,1422,1913,2026-09-15
PL-11,P-003316,13553,3,7715,1461,2026-09-15
PL-11,P-004705,15736,42,4083,1913,2026-09-15
PL-04,P-008803,32927,4,3488,1218,2026-09-15
PL-06,P-007588,4083,38,14220,1704,2026-09-15
PL-02,P-002897,270,41,9893,1272,2026-09-15
PL-09,P-007966,6240,7,13941,1474,2026-09-15
PL-04,P-009851,36100,33,9863,1337,2026-09-15
PL-12,P-002794,20021,39,11627,1013,2026-09-15
PL-16,P-004245,38562,10,14071,91,2026-09-15
PL-08,P-006042,1597,38,5182,1038,2026-09-15
PL-06,P-009953,22906,3,15645,877,2026-09-15
PL-05,P-008136,1238,30,419,106,2026-09-15
PL-20,P-003833,17091,22,3253,928,2026-09-15
PL-19,P-008539,3626,37,2190,1195,2026-09-15
PL-10,P-011709,2889,36,15426,204,2026-09-15
PL-19,P-000532,7102,34,8339,462,2026-09-15
PL-03,P-007216,1883,28,7416,598,2026-09-15
PL-13,P-006251,6251,30,5084,1464,2026-09-15
PL-16,P-007055,15719,4,8495,1115,2026-09-15
PL-18,P-011058,32166,17,2914,809,2026-09-15
PL-09,P-003230,19987,21,7982,803,2026-09-15
PL-05,P-009288,14794,4,12600,146,2026-09-15
PL-13,P-011834,21118,2,2877,989,2026-09-15
PL-07,P-004457,1719,19,9408,209,2026-09-15
PL-12,P-004932,35653,19,14432,630,2026-09-15
PL-19,P-001966,37773,14,10111,1246,2026-09-15
PL-17,P-011117,21281,38,11504,543,2026-09-15
PL-14,P-011397,19833,11,13896,1368,2026-09-15
PL-06,P-001298,39002,11,7033,192,2026-09-15
PL-06,P-006432,11198,19,12756,1012,2026-09-15
PL-09,P-007272,15799,41,4503,1311,2026-09-15
PL-15,P-009478,29906,31,11462,2003,2026-09-15
PL-01,P-011667,7198,29,15695,262,2026-09-15
PL-17,P-003052,15370,0,1708,100,2026-09-15
PL-05,P-002786,29080,26,15621,876,2026-09-15
PL-11,P-008990,7714,2,1525,431,2026-09-15
PL-19,P-002941,18123,16,10946,571,2026-09-15
PL-18,P-007543,24176,16,5558,1423,2026-09-15
PL-10,P-001831,10267,19,6762,1326,2026-09-15
PL-04,P-007422,6955,4,2289,195,2026-09-15
PL-13,P-005522,36544,35,3046,658,2026-09-15
PL-13,P-004855,26886,23,2826,838,2026-09-15
PL-17,P-006592,5670,18,12658,1175,2026-09-15
PL-04,P-004717,17296,10,12314,265,2026-09-15
PL-18,P-008015,12786,10,7211,395,2026-09-15
PL-10,P-003802,2448,23,5598,1065,2026-09-15
PL-14,P-008330,3677,9,7662,532,2026-09-15
PL-19,P-007283,34919,35,9213,590,2026-09-15
PL-06,P-002669,13907,27,970,1872,2026-09-15
PL-05,P-008449,26293,17,290,1114,2026-09-15
PL-19,P-009206,12182,14,16664,240,2026-09-15
PL-16,P-008750,25568,7,3487,714,2026-09-15
PL-02,P-001575,27369,36,17650,611,2026-09-15
PL-08,P-002242,29618,33,15532,1137,2026-09-15
PL-14,P-002850,8505,26,2135,128,2026-09-15
PL-03,P-007475,20102,5,3462,1435,2026-09-15
PL-01,P-011608,37205,31,15972,1241,2026-09-15
PL-06,P-004892,11197,40,11179,377,2026-09-15
PL-16,P-009682,1812,29,13297,262,2026-09-15
PL-01,P-000804,22531,9,17372,316,2026-09-15
PL-09,P-004126,12696,16,11790,1150,2026-09-15
PL-06,P-010005,21670,22,2451,277,2026-09-15
PL-04,P-010984,8044,13,3411,165,2026-09-15
PL-01,P-004078,10571,16,2550,1046,2026-09-15
PL-13,P-011411,9544,15,3944,275,2026-09-15
PL-02,P-007470,340,27,5196,902,2026-09-15
PL-20,P-009714,17329,2,17203,510,2026-09-15
PL-04,P-010388,28691,3,13762,1760,2026-09-15
PL-20,P-001870,23539,1,238,536,2026-09-15
PL-13,P-006586,24474,34,268,746,2026-09-15
PL-10,P-002086,33911,38,10396,1126,2026-09-15
PL-15,P-011090,13652,13,10648,587,2026-09-15
PL-17,P-001974,36733,0,17551,573,2026-09-15
PL-06,P-011949,11093,7,7050,1463,2026-09-15
PL-18,P-003881,28569,34,3388,644,2026-09-15
PL-15,P-005054,32563,35,8299,760,2026-09-15
PL-17,P-008959,16112,23,2057,1274,2026-09-15
PL-04,P-000085,31280,23,14081,1528,2026-09-15
PL-18,P-011523,3540,27,11041,1393,2026-09-15
PL-03,P-008678,13423,7,12959,627,2026-09-15
PL-19,P-006268,24769,5,11596,801,2026-09-15
PL-02,P-004829,36963,32,823,51,2026-09-15
PL-03,P-005898,9942,34,597,310,2026-09-15
PL-10,P-006644,8170,6,12845,781,2026-09-15
PL-03,P-009746,5574,42,12139,2018,2026-09-15
PL-07,P-011460,222,31,14551,946,2026-09-15
PL-05,P-010923,37691,7,3724,112,2026-09-15
PL-02,P-011426,28226,40,6097,483,2026-09-15
PL-02,P-000587,37350,35,8403,193,2026-09-15
