customer_id,customer_name,customer_type,region,country,tier_rank,otif_target_pct,penalty_usd_per_day,annual_revenue_usd,contract_type
C-00300,Norvia Distribution 00300,Distributor,EMEA-E,Poland,396,95,1047,1500000,spot
C-00301,Baltia Motors 00301,OEM,APAC-NE,South Korea,452,98,59455,16900000,consignment
C-00302,Baltia Distribution 00302,Distributor,APAC-IN,India,406,95,3371,4000000,spot
C-00303,Vantage Distribution 00303,Aftermarket,APAC-IN,India,74,95,2723,2200000,consignment
C-00304,Kestrel Distribution 00304,Distributor,EMEA-W,Spain,249,95,2109,1800000,consignment
C-00305,Vantage Distribution 00305,Distributor,EMEA-W,Italy,430,95,595,1000000,LTA
C-00306,Atlas Motors 00306,OEM,EMEA-W,Spain,253,98,44476,69600000,LTA
C-00307,Norvia Motors 00307,OEM,NA-MX,Mexico,456,98,54607,64100000,spot
C-00308,Orion Motors 00308,OEM,EMEA-E,Poland,80,98,19602,85300000,spot
C-00309,Norvia Systems 00309,Tier-1,APAC-SE,Indonesia,268,95,346,3000000,consignment
C-00310,Kestrel Motors 00310,OEM,NA-MX,Mexico,78,98,42841,39500000,LTA
C-00311,Baltia Motors 00311,OEM,NA-US,United States,213,98,42298,27700000,consignment
C-00312,Baltia Distribution 00312,Aftermarket,NA-MX,Mexico,23,95,771,700000,LTA
C-00313,Orion Motors 00313,OEM,APAC-SE,Malaysia,470,98,52145,7000000,consignment
C-00314,Vantage Distribution 00314,Distributor,APAC-IN,India,16,95,3336,5500000,spot
C-00315,Atlas Distribution 00315,Distributor,EMEA-E,Turkey,120,95,2117,700000,spot
C-00316,Bluepeak Motors 00316,OEM,EMEA-W,France,18,98,25967,33300000,consignment
C-00317,Vantage Systems 00317,Tier-1,SA,Brazil,83,95,749,2100000,LTA
C-00318,Vantage Distribution 00318,Distributor,APAC-NE,South Korea,71,95,2919,3200000,LTA
C-00319,Sumida Distribution 00319,Distributor,EMEA-W,Spain,268,95,2300,1800000,consignment
C-00320,Cordis Distribution 00320,Distributor,APAC-IN,India,406,95,3704,4200000,consignment
C-00321,Atlas Systems 00321,Tier-1,NA-US,United States,487,95,3388,1300000,consignment
C-00322,Atlas Motors 00322,OEM,EMEA-W,Italy,292,98,12799,60900000,consignment
C-00323,Baltia Motors 00323,OEM,EMEA-W,Germany,128,98,15250,51900000,spot
C-00324,Vantage Distribution 00324,Distributor,APAC-SE,Vietnam,461,95,690,2900000,consignment
C-00325,Orion Distribution 00325,Aftermarket,SA,Brazil,17,95,316,3400000,LTA
C-00326,Bluepeak Systems 00326,Tier-1,APAC-NE,Japan,369,95,1149,1100000,LTA
C-00327,Cordis Distribution 00327,Distributor,NA-MX,Mexico,234,95,2790,3400000,spot
C-00328,Vantage Motors 00328,OEM,EMEA-E,Romania,273,98,33026,62200000,spot
C-00329,Orion Motors 00329,OEM,APAC-IN,India,14,98,10313,63500000,LTA
C-00330,Delantra Distribution 00330,Distributor,EMEA-W,Italy,118,95,2629,300000,LTA
C-00331,Delantra Distribution 00331,Distributor,NA-US,United States,106,95,723,5000000,spot
C-00332,Norvia Distribution 00332,Aftermarket,NA-MX,Mexico,78,95,2881,3300000,LTA
C-00333,Vantage Motors 00333,OEM,APAC-IN,India,250,98,39981,56900000,spot
C-00334,Baltia Systems 00334,Tier-1,APAC-IN,India,360,95,1602,2600000,spot
C-00335,Sumida Distribution 00335,Aftermarket,NA-US,United States,235,95,1146,4500000,consignment
C-00336,Kestrel Systems 00336,Tier-1,EMEA-W,France,484,95,3598,2500000,spot
C-00337,Baltia Motors 00337,OEM,APAC-NE,Taiwan,377,98,36819,5000000,consignment
C-00338,Baltia Motors 00338,OEM,EMEA-W,Italy,282,98,19952,84800000,LTA
C-00339,Norvia Motors 00339,OEM,NA-US,United States,315,98,12763,27100000,spot
C-00340,Baltia Distribution 00340,Aftermarket,APAC-IN,India,150,95,3732,300000,consignment
C-00341,Delantra Distribution 00341,Aftermarket,NA-US,United States,73,95,2524,1300000,consignment
C-00342,Vantage Motors 00342,OEM,APAC-NE,China,94,98,12756,26900000,LTA
C-00343,Sumida Systems 00343,Tier-1,EMEA-E,Romania,64,95,1245,2700000,consignment
C-00344,Kestrel Systems 00344,Tier-1,APAC-IN,India,239,95,2147,300000,LTA
C-00345,Kestrel Distribution 00345,Aftermarket,APAC-NE,Japan,309,95,281,4200000,spot
C-00346,Sumida Motors 00346,OEM,APAC-SE,Thailand,164,98,8603,19200000,LTA
C-00347,Sumida Motors 00347,OEM,SA,Argentina,211,98,50622,55500000,LTA
C-00348,Atlas Systems 00348,Tier-1,APAC-IN,India,439,95,3449,4900000,spot
C-00349,Norvia Systems 00349,Tier-1,APAC-NE,China,368,95,2198,4500000,LTA
C-00350,Kestrel Motors 00350,OEM,APAC-IN,India,64,98,55884,63700000,LTA
C-00351,Orion Distribution 00351,Aftermarket,NA-US,United States,194,95,1123,4400000,consignment
C-00352,Bluepeak Motors 00352,OEM,NA-MX,Mexico,295,98,41322,56900000,spot
C-00353,Delantra Distribution 00353,Distributor,EMEA-E,Poland,399,95,3871,4100000,LTA
C-00354,Orion Systems 00354,Tier-1,NA-US,United States,463,95,2477,4100000,spot
C-00355,Vantage Systems 00355,Tier-1,NA-US,United States,434,95,3818,1500000,LTA
C-00356,Atlas Motors 00356,OEM,EMEA-E,Czechia,439,98,5694,12600000,spot
C-00357,Kestrel Systems 00357,Tier-1,APAC-SE,Indonesia,210,95,1603,5800000,LTA
C-00358,Bluepeak Systems 00358,Tier-1,EMEA-W,Germany,20,95,3307,4200000,spot
C-00359,Delantra Motors 00359,OEM,EMEA-W,France,338,98,8084,74700000,spot
C-00360,Cordis Systems 00360,Tier-1,EMEA-W,Germany,303,95,2479,700000,LTA
C-00361,Delantra Motors 00361,OEM,SA,Argentina,173,98,10336,12400000,consignment
C-00362,Baltia Motors 00362,OEM,APAC-NE,Japan,43,98,23020,27800000,consignment
C-00363,Orion Distribution 00363,Distributor,EMEA-W,Germany,390,95,3934,100000,consignment
C-00364,Vantage Distribution 00364,Aftermarket,APAC-NE,South Korea,147,95,2625,4000000,spot
C-00365,Atlas Motors 00365,OEM,APAC-NE,Taiwan,323,98,34250,45000000,consignment
C-00366,Vantage Motors 00366,OEM,EMEA-W,Italy,216,98,53893,36200000,consignment
C-00367,Sumida Motors 00367,OEM,EMEA-E,Romania,462,98,41505,50600000,LTA
C-00368,Cordis Distribution 00368,Aftermarket,NA-MX,Mexico,59,95,747,3000000,spot
C-00369,Delantra Distribution 00369,Aftermarket,SA,Brazil,94,95,2113,4700000,spot
C-00370,Cordis Distribution 00370,Distributor,EMEA-W,Italy,129,95,2844,900000,LTA
C-00371,Sumida Motors 00371,OEM,APAC-IN,India,244,98,57521,59400000,consignment
C-00372,Kestrel Distribution 00372,Distributor,NA-US,United States,332,95,575,4200000,spot
C-00373,Sumida Distribution 00373,Aftermarket,APAC-SE,Indonesia,177,95,1753,2400000,LTA
C-00374,Delantra Distribution 00374,Aftermarket,NA-MX,Mexico,220,95,1751,400000,spot
C-00375,Bluepeak Systems 00375,Tier-1,APAC-NE,South Korea,321,95,431,5800000,LTA
C-00376,Bluepeak Distribution 00376,Distributor,NA-MX,Mexico,274,95,3478,4700000,consignment
C-00377,Sumida Distribution 00377,Distributor,APAC-IN,India,115,95,1546,3900000,LTA
C-00378,Bluepeak Systems 00378,Tier-1,NA-MX,Mexico,173,95,2914,2900000,consignment
C-00379,Sumida Systems 00379,Tier-1,NA-MX,Mexico,455,95,1166,2500000,LTA
C-00380,Vantage Motors 00380,OEM,EMEA-E,Romania,367,98,16975,3200000,LTA
C-00381,Orion Distribution 00381,Aftermarket,EMEA-E,Poland,464,95,2312,4400000,spot
C-00382,Kestrel Distribution 00382,Aftermarket,NA-MX,Mexico,170,95,1573,1500000,consignment
C-00383,Bluepeak Distribution 00383,Distributor,NA-US,United States,475,95,728,5200000,LTA
C-00384,Vantage Distribution 00384,Aftermarket,APAC-IN,India,399,95,890,700000,LTA
C-00385,Delantra Motors 00385,OEM,NA-MX,Mexico,205,98,41601,46800000,spot
C-00386,Orion Distribution 00386,Distributor,EMEA-E,Poland,87,95,358,5100000,LTA
C-00387,Norvia Motors 00387,OEM,APAC-NE,China,341,98,38658,50500000,spot
C-00388,Sumida Motors 00388,OEM,SA,Brazil,461,98,22839,13900000,LTA
C-00389,Sumida Systems 00389,Tier-1,EMEA-W,France,192,95,732,900000,spot
C-00390,Baltia Systems 00390,Tier-1,EMEA-E,Turkey,69,95,2333,4500000,consignment
C-00391,Orion Systems 00391,Tier-1,NA-MX,Mexico,357,95,1133,2400000,consignment
C-00392,Bluepeak Motors 00392,OEM,EMEA-E,Turkey,368,98,13920,76300000,LTA
C-00393,Norvia Distribution 00393,Distributor,SA,Argentina,377,95,156,3100000,spot
C-00394,Bluepeak Motors 00394,OEM,APAC-NE,China,32,98,36257,10800000,LTA
C-00395,Baltia Motors 00395,OEM,EMEA-E,Czechia,69,98,34904,89400000,spot
C-00396,Atlas Motors 00396,OEM,NA-MX,Mexico,466,98,55976,24000000,spot
C-00397,Atlas Systems 00397,Tier-1,APAC-SE,Indonesia,140,95,292,2500000,LTA
C-00398,Vantage Motors 00398,OEM,APAC-IN,India,57,98,8009,66900000,consignment
C-00399,Kestrel Motors 00399,OEM,NA-MX,Mexico,261,98,17276,55500000,consignment
C-00400,Baltia Distribution 00400,Distributor,EMEA-W,Spain,385,95,1107,3400000,LTA
C-00401,Kestrel Motors 00401,OEM,APAC-IN,India,228,98,42112,60900000,LTA
C-00402,Orion Distribution 00402,Distributor,NA-MX,Mexico,200,95,1254,3000000,LTA
C-00403,Delantra Distribution 00403,Distributor,NA-US,United States,194,95,2142,4900000,consignment
C-00404,Atlas Motors 00404,OEM,SA,Argentina,151,98,49954,31500000,LTA
C-00405,Baltia Distribution 00405,Distributor,EMEA-W,Italy,447,95,1865,5900000,LTA
C-00406,Bluepeak Motors 00406,OEM,SA,Argentina,204,98,26317,72500000,LTA
C-00407,Cordis Motors 00407,OEM,NA-US,United States,398,98,7238,2800000,LTA
C-00408,Atlas Motors 00408,OEM,NA-US,United States,223,98,12729,12800000,consignment
C-00409,Atlas Distribution 00409,Aftermarket,NA-US,United States,443,95,181,3200000,LTA
C-00410,Delantra Motors 00410,OEM,NA-US,United States,113,98,13983,63600000,LTA
C-00411,Atlas Motors 00411,OEM,APAC-NE,South Korea,222,98,41859,73200000,LTA
C-00412,Kestrel Motors 00412,OEM,APAC-SE,Malaysia,461,98,28634,20400000,spot
C-00413,Cordis Systems 00413,Tier-1,SA,Argentina,146,95,3173,3400000,LTA
C-00414,Orion Motors 00414,OEM,SA,Brazil,289,98,5327,3000000,spot
C-00415,Baltia Distribution 00415,Aftermarket,NA-MX,Mexico,434,95,3260,700000,spot
C-00416,Cordis Motors 00416,OEM,SA,Argentina,473,98,39372,74500000,consignment
C-00417,Delantra Motors 00417,OEM,EMEA-E,Poland,370,98,45826,55800000,consignment
C-00418,Bluepeak Systems 00418,Tier-1,APAC-NE,China,368,95,3826,5800000,LTA
C-00419,Norvia Motors 00419,OEM,APAC-IN,India,107,98,31199,12100000,consignment
C-00420,Cordis Distribution 00420,Distributor,SA,Argentina,358,95,607,3600000,spot
C-00421,Norvia Motors 00421,OEM,APAC-NE,China,135,98,32990,61900000,LTA
C-00422,Sumida Motors 00422,OEM,EMEA-E,Turkey,79,98,32024,88600000,LTA
C-00423,Atlas Systems 00423,Tier-1,EMEA-W,France,500,95,1912,200000,LTA
C-00424,Cordis Distribution 00424,Distributor,APAC-NE,Japan,376,95,849,2100000,consignment
C-00425,Vantage Systems 00425,Tier-1,APAC-NE,Japan,18,95,1148,600000,consignment
C-00426,Kestrel Motors 00426,OEM,APAC-SE,Indonesia,461,98,51484,4200000,LTA
C-00427,Bluepeak Distribution 00427,Distributor,SA,Brazil,286,95,2968,4300000,consignment
C-00428,Atlas Motors 00428,OEM,EMEA-W,Spain,40,98,40096,18000000,consignment
C-00429,Cordis Distribution 00429,Aftermarket,APAC-NE,South Korea,273,95,3621,1700000,consignment
C-00430,Vantage Motors 00430,OEM,APAC-IN,India,92,98,54223,84500000,consignment
C-00431,Vantage Motors 00431,OEM,EMEA-W,Spain,241,98,39438,2600000,LTA
C-00432,Cordis Distribution 00432,Aftermarket,APAC-NE,Japan,54,95,1229,5400000,spot
C-00433,Atlas Distribution 00433,Distributor,NA-US,United States,80,95,3780,1700000,spot
C-00434,Cordis Distribution 00434,Aftermarket,APAC-SE,Indonesia,43,95,2431,2100000,consignment
C-00435,Baltia Distribution 00435,Aftermarket,APAC-NE,China,238,95,1302,100000,spot
C-00436,Kestrel Motors 00436,OEM,APAC-IN,India,236,98,11724,62300000,LTA
C-00437,Bluepeak Distribution 00437,Distributor,NA-MX,Mexico,383,95,3693,1000000,LTA
C-00438,Vantage Distribution 00438,Aftermarket,APAC-SE,Vietnam,407,95,201,4600000,spot
C-00439,Bluepeak Distribution 00439,Distributor,EMEA-W,Spain,323,95,1336,100000,consignment
C-00440,Atlas Systems 00440,Tier-1,SA,Brazil,298,95,2203,1300000,spot
C-00441,Delantra Distribution 00441,Aftermarket,EMEA-E,Romania,500,95,2144,1200000,LTA
C-00442,Delantra Motors 00442,OEM,APAC-SE,Vietnam,176,98,57859,4700000,LTA
C-00443,Norvia Distribution 00443,Distributor,NA-US,United States,472,95,3881,2400000,LTA
C-00444,Orion Distribution 00444,Aftermarket,SA,Brazil,32,95,2918,5500000,LTA
C-00445,Kestrel Motors 00445,OEM,APAC-NE,Japan,290,98,58128,66700000,LTA
C-00446,Norvia Distribution 00446,Aftermarket,SA,Argentina,445,95,3542,500000,LTA
C-00447,Vantage Distribution 00447,Distributor,SA,Argentina,497,95,3863,1500000,consignment
C-00448,Baltia Distribution 00448,Distributor,EMEA-E,Czechia,395,95,521,4100000,spot
C-00449,Kestrel Motors 00449,OEM,NA-US,United States,500,98,18737,16300000,LTA
C-00450,Vantage Distribution 00450,Aftermarket,NA-MX,Mexico,181,95,3491,5900000,LTA
C-00451,Cordis Motors 00451,OEM,APAC-NE,China,110,98,11323,73700000,consignment
C-00452,Atlas Distribution 00452,Distributor,EMEA-E,Czechia,84,95,3156,5000000,LTA
C-00453,Sumida Distribution 00453,Distributor,EMEA-E,Czechia,336,95,2845,2400000,spot
C-00454,Bluepeak Motors 00454,OEM,EMEA-W,France,227,98,45475,28400000,spot
C-00455,Baltia Motors 00455,OEM,EMEA-E,Poland,121,98,59359,71300000,spot
C-00456,Kestrel Motors 00456,OEM,NA-MX,Mexico,358,98,10224,33300000,LTA
C-00457,Delantra Distribution 00457,Aftermarket,NA-US,United States,80,95,1821,2200000,LTA
C-00458,Orion Motors 00458,OEM,SA,Brazil,358,98,53069,78700000,LTA
C-00459,Norvia Systems 00459,Tier-1,NA-US,United States,350,95,2831,2200000,LTA
C-00460,Orion Distribution 00460,Aftermarket,NA-MX,Mexico,447,95,586,3600000,LTA
C-00461,Bluepeak Systems 00461,Tier-1,APAC-NE,China,433,95,3695,1300000,LTA
C-00462,Orion Distribution 00462,Distributor,EMEA-E,Poland,160,95,2627,4300000,LTA
C-00463,Kestrel Systems 00463,Tier-1,NA-US,United States,155,95,3135,600000,LTA
C-00464,Norvia Motors 00464,OEM,APAC-IN,India,229,98,41625,6500000,spot
C-00465,Norvia Motors 00465,OEM,APAC-SE,Malaysia,52,98,33334,35200000,LTA
C-00466,Kestrel Systems 00466,Tier-1,APAC-SE,Vietnam,309,95,1488,2100000,spot
C-00467,Orion Distribution 00467,Aftermarket,APAC-SE,Vietnam,81,95,68,4500000,LTA
C-00468,Bluepeak Distribution 00468,Distributor,NA-US,United States,358,95,1910,4100000,consignment
C-00469,Delantra Systems 00469,Tier-1,NA-MX,Mexico,95,95,1067,2600000,LTA
C-00470,Atlas Distribution 00470,Aftermarket,SA,Brazil,331,95,2942,2900000,LTA
C-00471,Orion Distribution 00471,Aftermarket,SA,Brazil,245,95,1845,3600000,consignment
C-00472,Cordis Distribution 00472,Aftermarket,EMEA-W,Spain,348,95,2200,2300000,consignment
C-00473,Orion Systems 00473,Tier-1,EMEA-E,Turkey,108,95,2391,4600000,consignment
C-00474,Orion Motors 00474,OEM,NA-MX,Mexico,186,98,57935,81800000,LTA
C-00475,Baltia Distribution 00475,Distributor,APAC-NE,Taiwan,329,95,1787,5700000,spot
C-00476,Bluepeak Systems 00476,Tier-1,NA-MX,Mexico,475,95,2393,5300000,LTA
C-00477,Sumida Distribution 00477,Aftermarket,NA-US,United States,426,95,466,300000,LTA
C-00478,Baltia Motors 00478,OEM,APAC-IN,India,293,98,27208,70800000,LTA
C-00479,Bluepeak Distribution 00479,Aftermarket,NA-MX,Mexico,230,95,2682,1200000,LTA
C-00480,Atlas Motors 00480,OEM,NA-MX,Mexico,165,98,18831,75900000,LTA
C-00481,Vantage Motors 00481,OEM,SA,Brazil,322,98,31932,53500000,LTA
C-00482,Norvia Motors 00482,OEM,NA-MX,Mexico,482,98,45808,15000000,spot
C-00483,Vantage Motors 00483,OEM,NA-US,United States,363,98,23986,70000000,spot
C-00484,Atlas Distribution 00484,Distributor,APAC-SE,Thailand,207,95,3119,2400000,LTA
C-00485,Norvia Motors 00485,OEM,APAC-SE,Indonesia,231,98,25532,35400000,consignment
C-00486,Delantra Motors 00486,OEM,NA-US,United States,323,98,46326,76600000,consignment
C-00487,Kestrel Systems 00487,Tier-1,APAC-IN,India,167,95,1653,5700000,spot
C-00488,Cordis Distribution 00488,Distributor,SA,Argentina,468,95,1543,5100000,consignment
C-00489,Sumida Motors 00489,OEM,APAC-IN,India,199,98,27430,7300000,LTA
C-00490,Bluepeak Motors 00490,OEM,APAC-NE,South Korea,345,98,39134,63300000,LTA
C-00491,Sumida Distribution 00491,Distributor,APAC-NE,Taiwan,180,95,3284,2200000,LTA
C-00492,Vantage Motors 00492,OEM,APAC-SE,Indonesia,447,98,8232,78300000,LTA
C-00493,Kestrel Distribution 00493,Aftermarket,SA,Brazil,458,95,1096,3900000,LTA
C-00494,Bluepeak Motors 00494,OEM,APAC-IN,India,223,98,51043,89300000,consignment
C-00495,Atlas Motors 00495,OEM,APAC-IN,India,365,98,52129,43800000,spot
C-00496,Orion Motors 00496,OEM,APAC-IN,India,237,98,59465,74100000,LTA
C-00497,Norvia Distribution 00497,Aftermarket,SA,Brazil,178,95,3251,300000,consignment
C-00498,Baltia Distribution 00498,Distributor,NA-MX,Mexico,303,95,2538,2000000,consignment
C-00499,Vantage Distribution 00499,Aftermarket,APAC-NE,China,43,95,2211,4600000,LTA
C-00500,Sumida Distribution 00500,Distributor,NA-MX,Mexico,410,95,2209,3100000,spot
C-00501,Cordis Distribution 00501,Aftermarket,NA-MX,Mexico,308,95,821,2800000,spot
C-00502,Delantra Distribution 00502,Distributor,EMEA-W,Italy,91,95,9,4300000,spot
C-00503,Sumida Motors 00503,OEM,APAC-NE,South Korea,437,98,13025,62100000,consignment
C-00504,Bluepeak Distribution 00504,Aftermarket,NA-US,United States,343,95,3354,1500000,LTA
C-00505,Delantra Systems 00505,Tier-1,APAC-IN,India,189,95,879,3500000,LTA
C-00506,Sumida Motors 00506,OEM,EMEA-E,Poland,90,98,19206,2500000,LTA
C-00507,Delantra Distribution 00507,Aftermarket,EMEA-E,Romania,20,95,2417,3400000,LTA
C-00508,Delantra Distribution 00508,Aftermarket,APAC-IN,India,365,95,3072,700000,spot
C-00509,Atlas Distribution 00509,Distributor,NA-MX,Mexico,206,95,2063,3000000,LTA
C-00510,Atlas Distribution 00510,Aftermarket,SA,Argentina,102,95,732,4300000,LTA
C-00511,Atlas Distribution 00511,Aftermarket,NA-MX,Mexico,305,95,860,1300000,LTA
C-00512,Sumida Motors 00512,OEM,APAC-SE,Malaysia,396,98,46305,65600000,consignment
C-00513,Vantage Distribution 00513,Distributor,EMEA-E,Poland,179,95,55,3400000,LTA
C-00514,Kestrel Distribution 00514,Aftermarket,NA-MX,Mexico,392,95,2870,5900000,consignment
C-00515,Orion Motors 00515,OEM,APAC-NE,South Korea,21,98,17894,34100000,LTA
C-00516,Atlas Distribution 00516,Distributor,APAC-SE,Vietnam,437,95,3672,700000,consignment
C-00517,Sumida Distribution 00517,Aftermarket,EMEA-E,Poland,361,95,1312,5800000,LTA
C-00518,Orion Motors 00518,OEM,NA-MX,Mexico,297,98,17228,4100000,spot
C-00519,Cordis Distribution 00519,Aftermarket,APAC-NE,Japan,236,95,2405,100000,spot
C-00520,Norvia Distribution 00520,Aftermarket,NA-US,United States,492,95,3638,300000,consignment
C-00521,Bluepeak Distribution 00521,Aftermarket,NA-MX,Mexico,136,95,1036,1000000,LTA
C-00522,Baltia Motors 00522,OEM,APAC-NE,Japan,183,98,21549,72800000,consignment
C-00523,Atlas Motors 00523,OEM,APAC-SE,Thailand,310,98,44135,37400000,consignment
C-00524,Norvia Distribution 00524,Aftermarket,EMEA-E,Turkey,393,95,924,3900000,spot
C-00525,Cordis Motors 00525,OEM,NA-US,United States,305,98,24353,17700000,LTA
C-00526,Norvia Distribution 00526,Aftermarket,NA-MX,Mexico,366,95,733,200000,LTA
C-00527,Baltia Motors 00527,OEM,SA,Argentina,380,98,19133,88300000,LTA
C-00528,Vantage Distribution 00528,Distributor,APAC-SE,Malaysia,18,95,672,1500000,spot
C-00529,Sumida Distribution 00529,Distributor,APAC-IN,India,126,95,2055,3300000,consignment
C-00530,Norvia Motors 00530,OEM,SA,Brazil,430,98,42056,40000000,LTA
C-00531,Cordis Motors 00531,OEM,EMEA-E,Poland,73,98,11874,8800000,LTA
C-00532,Kestrel Systems 00532,Tier-1,SA,Brazil,408,95,1060,3900000,consignment
C-00533,Delantra Distribution 00533,Distributor,APAC-NE,China,398,95,2787,1300000,spot
C-00534,Delantra Distribution 00534,Distributor,NA-MX,Mexico,416,95,2644,3000000,consignment
C-00535,Sumida Distribution 00535,Aftermarket,EMEA-W,Germany,313,95,1447,2700000,LTA
C-00536,Vantage Distribution 00536,Distributor,APAC-NE,China,374,95,1465,3900000,LTA
C-00537,Orion Motors 00537,OEM,APAC-NE,China,320,98,40278,25700000,spot
C-00538,Norvia Distribution 00538,Distributor,NA-US,United States,447,95,757,1600000,consignment
C-00539,Delantra Distribution 00539,Aftermarket,APAC-IN,India,384,95,792,3300000,consignment
C-00540,Sumida Motors 00540,OEM,EMEA-E,Czechia,362,98,17070,80200000,LTA
C-00541,Kestrel Distribution 00541,Aftermarket,EMEA-W,Italy,386,95,2735,2100000,LTA
C-00542,Norvia Systems 00542,Tier-1,NA-MX,Mexico,264,95,380,4300000,LTA
C-00543,Sumida Distribution 00543,Aftermarket,APAC-NE,Taiwan,44,95,543,4400000,spot
C-00544,Sumida Systems 00544,Tier-1,EMEA-E,Turkey,354,95,2567,6000000,LTA
C-00545,Sumida Distribution 00545,Aftermarket,NA-MX,Mexico,44,95,2495,6000000,LTA
C-00546,Vantage Motors 00546,OEM,SA,Argentina,134,98,16133,20000000,LTA
C-00547,Atlas Distribution 00547,Aftermarket,EMEA-W,France,319,95,400,1400000,LTA
C-00548,Delantra Motors 00548,OEM,EMEA-W,Germany,115,98,18622,7000000,consignment
C-00549,Orion Distribution 00549,Aftermarket,APAC-NE,Taiwan,408,95,2633,4200000,LTA
C-00550,Sumida Motors 00550,OEM,NA-US,United States,205,98,9582,44400000,spot
C-00551,Orion Distribution 00551,Aftermarket,SA,Argentina,48,95,2604,4800000,LTA
C-00552,Cordis Motors 00552,OEM,APAC-NE,Japan,339,98,45791,39300000,LTA
C-00553,Sumida Distribution 00553,Aftermarket,NA-MX,Mexico,262,95,1493,5500000,LTA
C-00554,Bluepeak Distribution 00554,Aftermarket,NA-US,United States,250,95,1522,4600000,spot
C-00555,Kestrel Motors 00555,OEM,EMEA-W,Germany,414,98,19274,40900000,LTA
C-00556,Sumida Motors 00556,OEM,SA,Brazil,269,98,47343,71300000,consignment
